transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN10296,INV5115,119777,04/07/2025,redemption,92079.02,1274.3831,N,Maharashtra
TXN10297,INV5093,119551,12-08-2022,redeem,17050.68,261.7503,Pending,Rajasthan
TXN10298,INV5174,119062,22/03/26,Redemp,1549.5,46.5505,N,Andhra Pradesh
TXN10299,INV5133,118632,01/07/24,LUMP_SUM,68115.77,944.2248,VERIFIED,West Bengal
TXN10300,INV5007,119777,03/08/22,LUMP_SUM,9042.55,106.6105,PENDING,Karnataka
TXN10301,INV5090,119092,12/04/2023,Redemp,48551.14,918.5788,no,Andhra Pradesh
TXN10302,INV5179,119777,2023-10-16,lumpsum,-1042.0,,Verified,West Bengal
TXN10303,INV5166,119551,18-10-2025,REDEEM,17858.1,731.5232,N,Gujarat
TXN10304,INV5119,118632,09-04-2024,sip,43497.38,3444.7082,Pending,Tamil Nadu
TXN10305,INV5116,119062,2024-03-07,REDEEM,28195.31,384.4551,InvalidStatus,Delhi
TXN10306,INV5148,119551,04-01-2025,Lumpsum ,46026.27,1369.3483,no,Kerala
TXN10307,INV5164,120841,05/07/2025,REDEMPTION,11866.09,284.7043,no,Haryana
TXN10308,INV5045,119092,2025/06/12,Sip,31661.98,1006.051,verified,Karnataka
TXN10309,INV5096,120503,11/12/2024,LUMP_SUM,57693.2,1200.1042,no,Rajasthan
TXN10310,INV5138,120503,10-02-2025,Redemption,19116.31,222.8562,Pending,Maharashtra
TXN10311,INV5092,125497,19-09-2024,Lumpsum,96400.99,1737.2859,no,Gujarat
TXN10312,INV5176,119777,05/01/2024,Redemption,56757.08,695.303,yes,Uttar Pradesh
TXN10313,INV5009,119092,2023/04/06,lumpsum,46003.48,598.7959,InvalidStatus,Telangana
TXN10314,INV5141,119551,2025-03-18,lumpsum,82416.64,1915.8837,InvalidStatus,Maharashtra
TXN10315,INV5195,119777,23-01-2025,LUMP_SUM,83092.04,1070.4827,Y,Maharashtra
TXN10316,INV5116,119092,2023-12-15,Redemption,12179.91,146.6222,yes,Andhra Pradesh
TXN10317,INV5151,120841,2025/12/26,redeem,61807.04,766.4902,yes,Maharashtra
TXN10318,INV5146,120841,26/12/24,REDEMPTION,32703.53,445.7657,Y,Haryana
TXN10319,INV5069,119551,10/05/2022,SIP,86771.24,4050.9572,VERIFIED,Tamil Nadu
TXN10320,INV5038,120841,05/22/2023,Redemption,63424.0,953.6991,failed,Telangana
TXN10321,INV5020,119551,2024/04/05,REDEEM,93665.44,2167.3584,no,West Bengal
TXN10322,INV5149,125497,2026-05-05,REDEEM,63666.63,875.0704,verified,Kerala
TXN10323,INV5102,118632,29-05-2024,Redemption,82920.19,2052.5834,Pending,Karnataka
TXN10324,INV5145,119777,2023-12-05,SIP,78497.03,1528.2988,verified,Karnataka
TXN10325,INV5113,119777,01/02/2022,Lumpsum,90986.02,1017.817,Y,Karnataka
TXN10326,INV5071,119551,02/09/25,lumpsum,66618.63,973.928,Verified,Gujarat
TXN10327,INV5161,119092,26-01-2026,LUMP_SUM,70517.95,6983.519,no,Delhi
TXN10328,INV5034,118632,11/29/2024,SIP,0.0,,Failed,Delhi
TXN10329,INV5109,120503,2024-09-05,Lumpsum,73210.96,3809.4112,Failed,West Bengal
TXN10330,INV5077,120503,23-02-2024,redeem,14713.88,254.8046,Verified,Haryana
TXN10331,INV5167,120503,20/06/24,REDEEM,74952.75,807.7634,Pending,Rajasthan
TXN10332,INV5114,118632,2022-06-27,sip,59162.6,1327.6209,failed,West Bengal
TXN10333,INV5036,118632,2023-07-22,Lumpsum,60200.78,930.6994,InvalidStatus,Andhra Pradesh
TXN10334,INV5007,119092,2023/02/25,REDEMPTION,74910.44,2046.8013,Verified,Tamil Nadu
TXN10335,INV5127,119062,19-08-2022,Redemption,7565.69,84.077,Verified,West Bengal
TXN10336,INV5082,120503,2024/03/03,LUMP_SUM,68452.73,870.3979,InvalidStatus,Delhi
TXN10337,INV5005,119551,29/01/22,Lumpsum,-595.0,,InvalidStatus,Gujarat
TXN10338,INV5130,119092,2025/07/11,Redemp,70330.16,4037.6696,N,Kerala
TXN10339,INV5158,120503,2023-07-23,lumpsum,92132.02,943.1233,VERIFIED,Kerala
TXN10340,INV5084,119062,2025-04-16,lumpsum,73130.86,848.5618,Verified,Tamil Nadu
TXN10341,INV5023,119062,08/26/2022,REDEMPTION,31274.36,407.4707,PENDING,Karnataka
TXN10342,INV5031,125497,20-12-2025,REDEEM,0.0,,no,West Bengal
TXN10343,INV5134,119092,08/12/22,sip,87409.28,1150.6637,verified,Maharashtra
TXN10344,INV5086,119062,2023/07/12,Sip,97517.53,1466.9153,no,Telangana
TXN10345,INV5131,120841,04/24/2022,REDEMPTION,16152.34,202.9198,Pending,Rajasthan
TXN10346,INV5186,119551,2023/04/13,SIP,-200.0,,yes,Maharashtra
TXN10347,INV5121,120841,24-02-2024,sip,85819.78,1436.1261,PENDING,Andhra Pradesh
TXN10348,INV5168,119062,05/04/23,Lumpsum,72168.65,2097.1202,verified,Haryana
TXN10349,INV5096,119551,2024-10-25,sip,51819.53,3666.4138,failed,Delhi
TXN10350,INV5120,119092,04/05/26,Lumpsum ,45946.24,1063.5029,Y,Haryana
TXN10351,INV5078,118632,08/08/24,REDEMPTION,99779.82,1249.9079,PENDING,Kerala
TXN10352,INV5195,118632,2022-11-05,LUMP_SUM,0.0,,N,West Bengal
TXN10353,INV5163,125497,2023-11-18,Redemp,84976.1,1126.2668,verified,Tamil Nadu
TXN10354,INV5136,118632,05/09/2024,SIP,14666.16,416.8385,Verified,Tamil Nadu
TXN10355,INV5134,119062,06/12/25,Redemption,8947.79,481.0141,VERIFIED,Rajasthan
TXN10356,INV5101,119551,2025/04/27,SIP,96439.72,3080.2106,Y,West Bengal
TXN10357,INV5101,120841,10/14/2023,lumpsum,94383.69,4241.951,InvalidStatus,Haryana
TXN10358,INV5028,120503,05-08-2022,Redemption,40948.0,703.1726,InvalidStatus,Tamil Nadu
TXN10359,INV5116,119092,06/08/24,Sip,80855.89,2163.1166,PENDING,Andhra Pradesh
TXN10360,INV5155,125497,17/03/23,sip,25197.77,599.7063,N,Maharashtra
TXN10361,INV5174,119092,17-06-2023,SIP,85532.83,1424.6962,N,Tamil Nadu
TXN10362,INV5025,119777,28-07-2022,Sip,0.0,,InvalidStatus,Tamil Nadu
TXN10363,INV5034,118632,31/03/24,redeem,64646.16,1035.8444,Y,Delhi
TXN10364,INV5006,119551,02/09/2023,Redemp,90555.26,1069.8613,Failed,Delhi
TXN10365,INV5011,119777,14-04-2022,REDEMPTION,72580.87,1328.0703,failed,Rajasthan
TXN10366,INV5110,120503,26-12-2023,sip,44878.14,1919.7704,Pending,Haryana
TXN10367,INV5158,118632,18/08/25,Redemption,55293.52,3570.061,Y,Gujarat
TXN10368,INV5036,119062,2023/02/13,Lumpsum,80315.72,985.0319,failed,Andhra Pradesh
TXN10369,INV5092,119777,01/20/2025,Lumpsum ,50488.13,1123.0986,VERIFIED,Maharashtra
TXN10370,INV5082,118632,02/03/22,SIP,47432.6,1124.8226,Pending,Tamil Nadu
TXN10371,INV5041,119551,23-05-2023,lumpsum,79228.1,1037.8944,InvalidStatus,Tamil Nadu
TXN10372,INV5148,119062,28-12-2023,sip,32141.43,420.5372,Failed,Haryana
TXN10373,INV5008,120841,2025/03/08,sip,19229.25,194.3908,no,Kerala
TXN10374,INV5080,120503,2024-10-01,Sip,,,Pending,Tamil Nadu
TXN10375,INV5006,119777,02/01/22,REDEMPTION,13483.71,180.9302,InvalidStatus,West Bengal
TXN10376,INV5016,125497,2022/10/30,REDEEM,77549.47,899.8204,Failed,Delhi
TXN10377,INV5096,119062,2025-04-15,Lumpsum ,14076.94,582.2849,failed,Rajasthan
TXN10378,INV5125,120841,2022/12/23,REDEEM,61564.04,1461.8322,pending,Haryana
TXN10379,INV5045,119062,21/09/23,sip,678.89,9.2769,Pending,Gujarat
TXN10380,INV5198,125497,2023/01/08,Lumpsum ,96769.4,3238.539,Pending,Delhi
TXN10381,INV5128,120503,2023-11-10,Lumpsum,32292.11,480.1315,verified,Andhra Pradesh
TXN10382,INV5172,120841,2024-07-03,lumpsum,69471.02,1672.2555,InvalidStatus,Delhi
TXN10383,INV5185,125497,04/09/2022,Redemption,96925.63,1081.6424,no,Gujarat
TXN10384,INV5090,119062,07/27/2022,Redemp,65271.47,908.5111,VERIFIED,Telangana
TXN10385,INV5019,125497,2023-08-27,Lumpsum ,10920.14,267.8952,failed,Karnataka
TXN10386,INV5188,119551,2025-01-25,Lumpsum ,61557.65,1151.7661,Verified,Gujarat
TXN10387,INV5168,120503,05/28/2025,sip,,,Failed,Tamil Nadu
TXN10388,INV5049,119062,2025/11/28,REDEEM,54242.48,780.9864,Y,Tamil Nadu
TXN10389,INV5025,125497,2024/03/15,redemption,15782.2,371.5679,failed,Delhi
TXN10390,INV5076,119777,2023-02-13,SIP,63999.97,653.4931,no,Delhi
TXN10391,INV5079,119062,08/22/2024,redeem,64365.71,1434.2554,Failed,Gujarat
TXN10392,INV5095,120503,2024-07-01,lumpsum,26708.38,312.9751,Pending,Maharashtra
TXN10393,INV5039,119551,25/06/22,Redemp,97085.2,1539.1933,N,Maharashtra
TXN10394,INV5100,119062,01/01/2025,REDEMPTION,47888.1,2799.4989,PENDING,Maharashtra
TXN10395,INV5129,120503,09/04/2022,sip,17132.9,589.3647,yes,Karnataka
TXN10396,INV5011,119062,06/10/2022,Lumpsum,62909.01,739.4993,Y,West Bengal
TXN10397,INV5187,119551,06/28/2022,redemption,32949.62,945.2507,no,Maharashtra
TXN10398,INV5180,119062,08/19/2022,sip,58999.45,753.9484,verified,Delhi
TXN10399,INV5145,119551,2023/08/09,Lumpsum ,26781.59,388.5281,Pending,Haryana
TXN10400,INV5122,125497,19/12/22,LUMP_SUM,61061.2,843.0431,Verified,Gujarat
TXN10401,INV5085,118632,04/11/2022,lumpsum,2513.17,30.0745,Y,Uttar Pradesh
TXN10402,INV5072,119777,2025-11-26,Lumpsum,97434.83,1953.3865,Failed,Uttar Pradesh
TXN10403,INV5187,119062,2025-05-23,Lumpsum,91386.56,1959.1791,no,Kerala
TXN10404,INV5096,125497,21-11-2024,Sip,50926.13,2293.0935,N,Haryana
TXN10405,INV5008,120503,30-01-2023,SIP,45916.64,495.738,PENDING,Tamil Nadu
TXN10406,INV5071,120841,2024/08/08,LUMP_SUM,12825.35,1005.8556,Failed,Telangana
TXN10407,INV5153,119777,12/30/2022,REDEMPTION,34752.78,406.9944,Y,Andhra Pradesh
TXN10408,INV5177,119551,2023-08-07,LUMP_SUM,-4787.0,,InvalidStatus,Tamil Nadu
TXN10409,INV5057,118632,19-10-2025,lumpsum,51571.48,587.2628,InvalidStatus,Rajasthan
TXN10410,INV5003,119777,28-09-2022,REDEMPTION,22765.12,351.5797,Y,Andhra Pradesh
TXN10411,INV5182,119092,05/17/2024,Lumpsum ,22211.8,597.2028,N,Haryana
TXN10412,INV5102,119551,2022/01/16,redeem,84018.15,1388.0153,Pending,Haryana
TXN10413,INV5073,119092,2025-11-02,Redemption,,,Y,Rajasthan
TXN10414,INV5084,119092,19/06/23,Lumpsum,76664.7,842.7301,InvalidStatus,Haryana
TXN10415,INV5104,120841,26-10-2025,REDEEM,0.0,,no,Uttar Pradesh
TXN10416,INV5067,119062,04/08/2024,REDEEM,-4786.0,,yes,West Bengal
TXN10417,INV5186,118632,2025/11/06,redeem,90699.39,1287.0974,N,Uttar Pradesh
TXN10418,INV5044,120503,2023-08-25,Redemption,26235.86,317.046,InvalidStatus,Karnataka
TXN10419,INV5175,120841,2025-09-02,Lumpsum,74548.89,1980.6986,InvalidStatus,West Bengal
TXN10420,INV5096,119092,14/04/25,Redemption,47318.39,537.8593,Pending,Haryana
TXN10421,INV5159,119551,25-08-2024,redemption,68229.43,1182.7837,failed,Maharashtra
TXN10422,INV5039,120503,15/02/23,LUMP_SUM,89338.09,904.246,VERIFIED,West Bengal
TXN10423,INV5184,120503,2026-05-15,Redemption,98670.72,2582.5119,Verified,Maharashtra
TXN10424,INV5116,119092,05-03-2023,REDEMPTION,49212.92,625.1544,verified,Karnataka
TXN10425,INV5158,119062,07/21/2025,LUMP_SUM,48001.33,4606.5552,N,Tamil Nadu
TXN10426,INV5188,120841,29/01/22,Redemp,19462.38,274.4763,pending,Andhra Pradesh
TXN10427,INV5064,118632,21/11/25,lumpsum,38663.27,613.8941,VERIFIED,Delhi
TXN10428,INV5012,119092,08/19/2023,REDEEM,52649.71,1073.8293,pending,Karnataka
TXN10429,INV5088,119777,06-01-2024,sip,91861.44,1983.8235,yes,Tamil Nadu
TXN10430,INV5187,120503,2023-03-09,REDEMPTION,12754.62,172.3599,InvalidStatus,Maharashtra
TXN10431,INV5097,119092,2026/04/29,REDEMPTION,-492.0,,pending,Delhi
TXN10432,INV5168,125497,2022-04-09,LUMP_SUM,12797.71,390.8122,PENDING,Karnataka
TXN10433,INV5053,125497,09/09/2023,redeem,52270.77,791.3603,PENDING,Karnataka
TXN10434,INV5108,119551,2024/11/13,Sip,78583.63,1434.099,Pending,Tamil Nadu
TXN10435,INV5200,119092,07-12-2024,Lumpsum ,29887.44,2206.2828,no,Tamil Nadu
TXN10436,INV5177,119777,09-11-2023,SIP,0.0,,verified,Delhi
TXN10437,INV5147,119777,2022-11-02,Redemp,72494.58,3792.3225,Y,Rajasthan
TXN10438,INV5060,119777,30/08/23,Redemption,,,VERIFIED,Maharashtra
TXN10439,INV5075,120841,18/10/25,LUMP_SUM,9952.35,127.2055,Verified,Maharashtra
TXN10440,INV5036,120503,05/11/23,Redemption,27196.79,357.965,Failed,West Bengal
TXN10441,INV5047,119551,03/31/2024,Redemption,38878.69,449.1508,InvalidStatus,Gujarat
TXN10442,INV5167,120503,20-08-2022,REDEEM,98166.13,1141.5796,verified,Gujarat
TXN10443,INV5152,119777,03/11/2025,sip,78026.85,1200.0022,pending,Andhra Pradesh
TXN10444,INV5034,119777,2024-09-26,LUMP_SUM,6801.94,98.6537,Verified,Andhra Pradesh
TXN10445,INV5174,118632,03/10/25,redemption,70207.73,3780.3422,pending,Andhra Pradesh
TXN10446,INV5064,119777,12/10/2023,sip,56055.25,566.78,Verified,Maharashtra
TXN10447,INV5165,120503,11/01/2024,Redemption,7949.09,146.5316,yes,West Bengal
TXN10448,INV5072,125497,04-11-2024,redemption,40626.06,1304.2074,no,Telangana
TXN10449,INV5147,119777,06/30/2022,Redemption,98076.74,1272.5421,Verified,Delhi
TXN10450,INV5104,119062,2022/03/15,redemption,0.0,,verified,Haryana
TXN10451,INV5159,119092,2024/11/07,Lumpsum,45892.69,1128.2255,Verified,Tamil Nadu
TXN10452,INV5117,120841,2025/02/21,REDEMPTION,65888.14,885.21,verified,Delhi
TXN10453,INV5195,118632,05/01/22,Lumpsum ,96461.15,2658.9053,N,West Bengal
TXN10454,INV5180,119551,04-04-2022,Redemption,71827.18,958.4584,verified,Uttar Pradesh
TXN10455,INV5157,118632,2023-01-20,LUMP_SUM,82543.14,3040.0291,Failed,Delhi
TXN10456,INV5194,119062,2022/04/06,Sip,45325.21,654.4107,N,Karnataka
TXN10457,INV5128,125497,2024-12-22,redemption,83962.2,1570.4473,N,Karnataka
TXN10458,INV5178,120503,05-02-2026,Sip,60254.33,673.6646,N,Gujarat
TXN10459,INV5108,118632,07/15/2023,Lumpsum ,45558.15,2070.4989,failed,Haryana
TXN10460,INV5180,119092,2025/12/07,Lumpsum ,93583.45,1398.1766,yes,Tamil Nadu
TXN10461,INV5160,119092,07/11/25,redeem,71184.45,728.1093,VERIFIED,Kerala
TXN10462,INV5139,120841,2025-12-25,Redemp,48296.81,787.1386,pending,Andhra Pradesh
TXN10463,INV5107,119092,2024-05-15,redemption,38396.6,2598.6052,Verified,Tamil Nadu
TXN10464,INV5069,120503,10/08/23,sip,69214.19,1893.0299,InvalidStatus,Kerala
TXN10465,INV5009,120841,2024-07-15,REDEMPTION,74079.5,843.3868,PENDING,Rajasthan
TXN10466,INV5144,119062,2023/05/02,Redemp,69764.79,964.0782,Verified,Gujarat
TXN10467,INV5100,119062,04/11/25,redemption,,,PENDING,Uttar Pradesh
TXN10468,INV5052,119777,07/04/23,Redemp,73975.78,2672.3213,PENDING,Tamil Nadu
TXN10469,INV5076,119777,2022-12-30,sip,73640.41,3550.3311,Verified,Gujarat
TXN10470,INV5072,119092,24-09-2022,REDEMPTION,1061.69,20.429,VERIFIED,Maharashtra
TXN10471,INV5040,120841,2025-05-07,Redemp,61753.06,887.6377,no,Haryana
TXN10472,INV5141,120841,30/05/22,redemption,18794.98,1164.7941,N,Karnataka
TXN10473,INV5107,119062,08/07/22,Lumpsum,66501.78,1671.0674,Y,Tamil Nadu
TXN10474,INV5193,119777,2025-02-23,Sip,44843.89,490.6082,Pending,Haryana
TXN10475,INV5063,125497,29/10/25,LUMP_SUM,94526.27,2113.3184,N,Andhra Pradesh
TXN10476,INV5073,125497,24/11/24,redemption,44832.91,3214.6008,pending,Tamil Nadu
TXN10477,INV5083,119551,16-07-2022,Redemp,1229.39,77.3568,pending,Rajasthan
TXN10478,INV5199,118632,11/04/2025,Sip,82960.49,931.3309,PENDING,Gujarat
TXN10479,INV5166,119551,10-03-2026,SIP,33505.68,1874.2464,Verified,Karnataka
TXN10480,INV5065,119551,23-03-2025,lumpsum,45387.0,978.1613,Failed,Maharashtra
TXN10481,INV5100,119551,2024-12-31,redeem,6792.14,88.0546,Verified,Andhra Pradesh
TXN10482,INV5019,120841,2024-10-26,lumpsum,30484.4,1714.0059,InvalidStatus,Telangana
TXN10483,INV5098,119062,2025-09-15,Redemption,22376.64,289.8234,InvalidStatus,Kerala
TXN10484,INV5076,120503,03/09/23,SIP,55729.44,2642.3122,Verified,Haryana
TXN10485,INV5153,119062,2025/01/05,Sip,74955.51,820.808,Failed,Tamil Nadu
TXN10486,INV5106,120503,26-11-2022,Lumpsum,25647.81,1262.4421,pending,Haryana
TXN10487,INV5014,119777,2025/08/13,Sip,7202.59,382.3393,PENDING,Haryana
TXN10488,INV5125,120841,02-01-2024,redeem,10454.48,158.988,yes,West Bengal
TXN10489,INV5125,119777,2023/11/04,redeem,58624.91,962.6472,Failed,West Bengal
TXN10490,INV5110,120503,10/01/22,Lumpsum,71363.81,1054.5004,Y,West Bengal
TXN10491,INV5035,120841,09/09/2024,Redemption,30894.44,517.9246,VERIFIED,Rajasthan
TXN10492,INV5156,119551,29-07-2023,redemption,73487.69,1106.814,PENDING,Delhi
TXN10493,INV5005,125497,2025/04/06,LUMP_SUM,21669.69,1629.4142,Y,Kerala
TXN10494,INV5139,119777,01-09-2025,Lumpsum ,89198.04,1414.4035,Y,Karnataka
TXN10495,INV5119,119551,23/03/24,redemption,0.0,,yes,Haryana
TXN10496,INV5176,120503,2026/03/31,sip,18324.95,192.1175,pending,Karnataka
TXN10497,INV5189,119777,2024-01-05,Lumpsum,23559.12,697.1775,yes,Maharashtra
TXN10498,INV5172,118632,26/11/24,LUMP_SUM,45737.02,3225.6028,pending,West Bengal
TXN10499,INV5027,119092,28/02/26,REDEMPTION,17798.06,258.5771,Failed,Haryana
TXN10500,INV5168,119551,24/11/24,LUMP_SUM,22678.48,487.4388,Failed,Telangana
TXN10501,INV5124,125497,24-10-2024,Redemption,8170.28,120.3052,yes,Karnataka
TXN10502,INV5048,120503,2024/01/12,REDEEM,66280.41,1400.8261,Failed,Andhra Pradesh
TXN10503,INV5030,119777,10/14/2025,Redemption,16544.0,194.6288,Verified,Tamil Nadu
TXN10504,INV5012,120503,2025/03/20,sip,51507.96,571.2203,VERIFIED,Maharashtra
TXN10505,INV5043,119092,2023/01/04,LUMP_SUM,56578.67,4845.8054,PENDING,Andhra Pradesh
TXN10506,INV5170,119092,25-06-2022,Redemption,47405.64,888.5755,yes,Gujarat
TXN10507,INV5154,120503,08-04-2025,REDEMPTION,26819.81,356.7564,Failed,Telangana
TXN10508,INV5153,119551,04/16/2023,LUMP_SUM,2147.98,37.6548,N,Rajasthan
TXN10509,INV5108,120503,2025-05-25,sip,61667.44,4563.4658,InvalidStatus,Kerala
TXN10510,INV5129,119551,07/10/2022,redeem,60545.73,716.7129,InvalidStatus,Rajasthan
TXN10511,INV5167,119062,12/05/2024,Lumpsum ,69915.46,1438.4102,InvalidStatus,Telangana
TXN10512,INV5197,119062,2023/12/19,Redemp,76273.15,1049.0961,verified,Gujarat
TXN10513,INV5035,119092,04-09-2024,Sip,87738.25,1875.6225,yes,Maharashtra
TXN10514,INV5182,125497,2025/03/29,Sip,37815.47,1327.4323,InvalidStatus,West Bengal
TXN10515,INV5105,120841,07-08-2022,LUMP_SUM,25736.46,295.9986,failed,Haryana
TXN10516,INV5094,119092,10/25/2025,Redemp,55434.44,921.1341,VERIFIED,West Bengal
TXN10517,INV5144,119777,04/06/23,REDEMPTION,70696.71,927.5298,pending,Delhi
TXN10518,INV5192,118632,03-07-2024,Sip,40355.81,997.4395,N,Haryana
TXN10519,INV5179,125497,11/26/2022,redeem,0.0,,verified,Karnataka
TXN10520,INV5121,119062,2022-06-30,lumpsum,8463.95,631.7333,failed,Gujarat
TXN10521,INV5158,119092,2025/12/28,SIP,82112.76,1214.2149,no,Maharashtra
TXN10522,INV5052,119092,2023-02-03,Redemp,51823.46,1679.8317,VERIFIED,Rajasthan
TXN10523,INV5010,120841,2023-05-05,sip,27955.72,608.4072,pending,Gujarat
TXN10524,INV5104,118632,2024-11-26,REDEEM,91958.15,1546.468,PENDING,Kerala
TXN10525,INV5150,120841,13/12/23,Lumpsum,19855.26,211.9607,Pending,Maharashtra
TXN10526,INV5067,120503,2024/04/13,Sip,50565.33,1245.5456,verified,Kerala
TXN10527,INV5066,119092,11/22/2025,LUMP_SUM,77111.74,986.4293,InvalidStatus,Telangana
TXN10528,INV5175,119777,2025-04-16,Redemption,7221.65,107.7383,yes,Rajasthan
TXN10529,INV5180,118632,10/09/2023,Lumpsum ,1467.46,17.2854,yes,Uttar Pradesh
TXN10530,INV5024,119062,11/10/25,Sip,18259.33,477.3862,yes,Haryana
TXN10531,INV5069,120503,09-03-2026,Redemption,23868.71,750.9405,Y,Tamil Nadu
TXN10532,INV5059,118632,2023/05/27,Lumpsum ,11115.58,119.7581,pending,Rajasthan
TXN10533,INV5127,125497,2026/04/15,SIP,37434.06,975.1622,Pending,Uttar Pradesh
TXN10534,INV5126,120503,2026/04/15,lumpsum,75141.85,3488.1338,N,Gujarat
TXN10535,INV5123,125497,26/10/24,LUMP_SUM,77702.44,1519.1793,verified,Andhra Pradesh
TXN10536,INV5133,119777,2023-10-09,SIP,38253.09,2006.2138,Failed,Haryana
TXN10537,INV5067,120503,28/01/25,Lumpsum,95873.42,2345.3159,VERIFIED,Telangana
TXN10538,INV5109,118632,08/05/24,Lumpsum ,28323.14,1081.4474,VERIFIED,Haryana
TXN10539,INV5176,118632,24/07/22,Redemp,43505.77,982.5261,VERIFIED,Andhra Pradesh
TXN10540,INV5039,119777,20-01-2022,LUMP_SUM,99558.4,1151.6952,N,Kerala
TXN10541,INV5185,120841,23/09/24,lumpsum,56999.53,1243.0067,PENDING,Karnataka
TXN10542,INV5016,118632,06/05/2023,redeem,74587.03,2234.5348,Failed,Kerala
TXN10543,INV5143,119092,2023-12-06,LUMP_SUM,86803.17,897.8354,yes,Haryana
TXN10544,INV5148,120503,18/05/26,Lumpsum ,51289.23,643.3107,no,Delhi
TXN10545,INV5098,119092,07-08-2024,sip,92892.38,1936.7313,Pending,Haryana
TXN10546,INV5104,119551,12-06-2022,Lumpsum ,32029.39,884.2506,Y,Haryana
TXN10547,INV5166,119062,07/10/2023,Redemp,36634.9,583.1468,no,Gujarat
TXN10548,INV5043,120503,17-02-2022,REDEEM,25538.88,331.8945,PENDING,Delhi
TXN10549,INV5054,120503,2024-03-24,Sip,,,no,Kerala
TXN10550,INV5014,125497,04/28/2026,redemption,8783.49,261.2524,VERIFIED,Delhi
TXN10551,INV5168,119062,26-09-2023,Lumpsum,44594.46,2086.0901,N,Karnataka
TXN10552,INV5008,125497,20/09/25,Lumpsum ,46985.75,531.6282,Y,Kerala
TXN10553,INV5114,120503,2025/11/29,sip,45926.07,593.3444,Pending,Gujarat
TXN10554,INV5135,119092,12/13/2023,redemption,9410.63,249.565,failed,Uttar Pradesh
TXN10555,INV5040,119092,2022-01-22,redemption,84870.68,2072.5622,no,Kerala
TXN10556,INV5003,119777,03/28/2026,lumpsum,0.0,,failed,Uttar Pradesh
TXN10557,INV5153,118632,2022/01/15,Lumpsum ,88275.13,1789.1345,yes,Karnataka
TXN10558,INV5184,119062,14-02-2024,lumpsum,62719.64,1110.1822,InvalidStatus,Haryana
TXN10559,INV5178,119092,2023/08/07,Redemp,19206.06,1188.3647,VERIFIED,Uttar Pradesh
TXN10560,INV5029,119777,06/19/2025,lumpsum,49453.6,1272.677,VERIFIED,Maharashtra
TXN10561,INV5137,125497,2023-01-16,lumpsum,71662.0,949.925,yes,Delhi
TXN10562,INV5039,125497,07-10-2024,Lumpsum ,78679.67,1434.3047,Failed,Telangana
TXN10563,INV5179,125497,2023-11-08,Redemp,6075.82,76.1297,verified,Kerala
TXN10564,INV5121,120503,29/01/23,LUMP_SUM,12635.17,159.6698,yes,Gujarat
TXN10565,INV5198,119777,2023-05-22,Lumpsum,77214.1,1356.9539,yes,Telangana
TXN10566,INV5100,119092,24-10-2023,redeem,74600.1,1254.5803,verified,Uttar Pradesh
TXN10567,INV5124,119092,11/02/23,SIP,22169.93,1099.5047,pending,Gujarat
TXN10568,INV5084,125497,09/12/22,REDEMPTION,79019.81,7314.1521,Verified,Haryana
TXN10569,INV5177,119777,2025/11/10,sip,9403.25,388.6787,verified,Rajasthan
TXN10570,INV5159,120841,2026-04-05,SIP,15814.88,271.3985,verified,Karnataka
TXN10571,INV5125,118632,2023/10/11,Redemp,35058.12,388.4055,PENDING,Tamil Nadu
TXN10572,INV5006,119062,04-01-2024,lumpsum,48787.56,988.1025,Y,Kerala
TXN10573,INV5179,119777,2023/01/24,sip,32706.25,627.0908,Pending,Kerala
TXN10574,INV5042,119551,23-12-2024,Redemption,26703.25,620.4266,Verified,Rajasthan
TXN10575,INV5130,119062,11-02-2026,SIP,36725.48,557.9874,Failed,Andhra Pradesh
TXN10576,INV5017,119062,2023/01/24,redeem,55371.05,849.5941,Failed,Gujarat
TXN10577,INV5165,120841,2022-08-15,redemption,4855.84,51.4379,VERIFIED,Maharashtra
TXN10578,INV5052,119551,21-09-2024,Sip,-3283.0,,pending,Telangana
TXN10579,INV5135,119092,11/04/22,Lumpsum,7551.96,80.5809,yes,Rajasthan
TXN10580,INV5126,119551,2024-08-16,Lumpsum ,93855.26,1978.5749,Failed,Andhra Pradesh
TXN10581,INV5015,119092,2024-12-19,REDEEM,30738.5,323.5144,N,Delhi
TXN10582,INV5026,118632,12/24/2024,Lumpsum,65859.21,1074.3317,VERIFIED,Kerala
TXN10583,INV5192,119062,2026-03-09,Redemp,36117.35,704.2498,pending,Gujarat
TXN10584,INV5027,120503,2023/01/05,LUMP_SUM,65924.42,1135.6285,Pending,Telangana
TXN10585,INV5091,120841,31/01/25,Lumpsum ,63507.46,752.8689,Failed,Haryana
TXN10586,INV5062,118632,2024/02/08,REDEEM,96184.35,1913.1653,failed,Maharashtra
TXN10587,INV5186,125497,2023/08/06,SIP,99344.49,2673.0119,Y,Tamil Nadu
TXN10588,INV5055,120841,14/02/22,redemption,57281.49,932.2391,verified,Maharashtra
TXN10589,INV5118,120841,16-11-2022,lumpsum,58424.49,1886.5187,InvalidStatus,Uttar Pradesh
TXN10590,INV5024,119062,11-03-2025,REDEEM,32806.86,614.0389,no,Andhra Pradesh
TXN10591,INV5180,119551,04/05/25,SIP,57840.23,3389.8111,Verified,West Bengal
