scheme_code,date,nav
119092,23-05-2025,5797.5783
119092,22-05-2025,5795.8073
119092,21-05-2025,5795.4048
119092,20-05-2025,5793.6894
119092,19-05-2025,5791.2421
119092,16-05-2025,5787.4816
119092,15-05-2025,5784.8317
119092,14-05-2025,5783.7466
119092,13-05-2025,5780.0491
119092,09-05-2025,5773.3156
119092,08-05-2025,5774.8342
119092,07-05-2025,5776.0155
119092,06-05-2025,5774.9972
119092,05-05-2025,5773.1211
119092,02-05-2025,5769.7362
119092,30-04-2025,5767.1752
119092,29-04-2025,5766.6546
119092,28-04-2025,5765.5012
119092,25-04-2025,5762.4356
119092,24-04-2025,5762.4655
119092,23-04-2025,5760.6599
119092,22-04-2025,5759.3888
119092,21-04-2025,5758.0083
119092,17-04-2025,5751.9598
119092,16-04-2025,5750.2512
119092,15-04-2025,5749.0705
119092,11-04-2025,5744.5695
119092,09-04-2025,5740.7071
119092,08-04-2025,5736.6882
119092,07-04-2025,5735.1937
119092,04-04-2025,5732.122
119092,03-04-2025,5730.5444
119092,02-04-2025,5726.3244
119092,31-03-2025,5716.824
119092,28-03-2025,5713.7697
119092,27-03-2025,5705.1533
119092,26-03-2025,5704.2365
119092,25-03-2025,5701.1631
119092,24-03-2025,5700.1857
119092,21-03-2025,5693.8851
119092,20-03-2025,5689.694
119092,19-03-2025,5687.3531
119092,18-03-2025,5685.3043
119092,17-03-2025,5683.8145
119092,13-03-2025,5679.1086
119092,12-03-2025,5677.2615
119092,11-03-2025,5676.1432
119092,10-03-2025,5675.2614
119092,07-03-2025,5671.5
119092,06-03-2025,5670.7057
119092,05-03-2025,5669.8421
119092,04-03-2025,5669.5153
119092,03-03-2025,5668.836
119092,28-02-2025,5666.3039
119092,27-02-2025,5665.5035
119092,25-02-2025,5663.4085
119092,24-02-2025,5662.8036
119092,21-02-2025,5658.526
119092,20-02-2025,5657.2867
119092,18-02-2025,5655.0607
119092,17-02-2025,5654.1189
119092,14-02-2025,5651.0746
119092,13-02-2025,5650.1659
119092,12-02-2025,5648.4814
119092,11-02-2025,5647.2714
119092,10-02-2025,5646.022
119092,07-02-2025,5644.185
119092,06-02-2025,5644.1449
119092,05-02-2025,5641.2929
119092,04-02-2025,5639.5493
119092,03-02-2025,5638.0374
119092,31-01-2025,5634.8733
119092,30-01-2025,5633.6602
119092,29-01-2025,5632.2632
119092,28-01-2025,5630.4184
119092,27-01-2025,5629.0101
119092,24-01-2025,5625.5281
119092,23-01-2025,5624.5255
119092,22-01-2025,5623.6568
119092,21-01-2025,5622.9541
119092,20-01-2025,5621.8468
119092,17-01-2025,5618.584
119092,16-01-2025,5617.329
119092,15-01-2025,5615.6509
119092,14-01-2025,5613.9876
119092,13-01-2025,5613.1264
119092,10-01-2025,5610.3063
119092,09-01-2025,5608.9131
119092,08-01-2025,5608.6713
119092,07-01-2025,5608.3364
119092,06-01-2025,5607.5187
119092,03-01-2025,5604.3724
119092,02-01-2025,5603.5453
119092,01-01-2025,5602.0594
119092,31-12-2024,5600.5771
119092,30-12-2024,5597.3384
119092,27-12-2024,5594.0951
119092,26-12-2024,5592.9244
119092,24-12-2024,5590.9435
119092,23-12-2024,5590.4471
119092,20-12-2024,5588.072
119092,19-12-2024,5587.01
119092,18-12-2024,5586.4179
119092,17-12-2024,5585.572
119092,16-12-2024,5584.4671
119092,13-12-2024,5580.9232
119092,12-12-2024,5580.6696
119092,11-12-2024,5580.1419
119092,10-12-2024,5579.1651
119092,09-12-2024,5578.25
119092,06-12-2024,5575.0097
119092,05-12-2024,5573.6012
119092,04-12-2024,5572.0927
119092,03-12-2024,5570.896
119092,02-12-2024,5569.9305
119092,29-11-2024,5566.4874
119092,28-11-2024,5565.3431
119092,27-11-2024,5564.3652
119092,26-11-2024,5563.3251
119092,25-11-2024,5562.2563
119092,22-11-2024,5559.0282
119092,21-11-2024,5557.9843
119092,19-11-2024,5556.1305
119092,18-11-2024,5555.0635
119092,14-11-2024,5550.9097
119092,13-11-2024,5549.7643
119092,12-11-2024,5548.5622
119092,11-11-2024,5547.5341
119092,08-11-2024,5544.3048
119092,07-11-2024,5543.2316
119092,06-11-2024,5541.99
119092,05-11-2024,5540.8795
119092,04-11-2024,5539.5214
119092,31-10-2024,5535.049
119092,30-10-2024,5533.6549
119092,29-10-2024,5532.5972
119092,28-10-2024,5531.4854
119092,25-10-2024,5528.4234
119092,24-10-2024,5527.3884
119092,23-10-2024,5526.2009
119092,22-10-2024,5525.1776
119092,21-10-2024,5524.1631
119092,18-10-2024,5521.333
119092,17-10-2024,5520.2522
119092,16-10-2024,5519.2375
119092,15-10-2024,5518.1759
119092,14-10-2024,5517.3612
119092,11-10-2024,5514.3907
119092,10-10-2024,5512.9468
119092,09-10-2024,5511.8431
119092,08-10-2024,5510.3208
119092,07-10-2024,5509.299
119092,04-10-2024,5506.0251
119092,03-10-2024,5504.5299
119092,01-10-2024,5501.9906
119092,30-09-2024,5500.7013
119092,27-09-2024,5495.2936
119092,26-09-2024,5493.8571
119092,25-09-2024,5492.655
119092,24-09-2024,5491.7099
119092,23-09-2024,5490.5892
119092,20-09-2024,5487.3347
119092,19-09-2024,5486.1019
119092,17-09-2024,5483.7926
119092,16-09-2024,5482.4736
119092,13-09-2024,5479.344
119092,12-09-2024,5477.9222
119092,11-09-2024,5477.0398
119092,10-09-2024,5475.9756
119092,09-09-2024,5475.0575
119092,06-09-2024,5471.7431
119092,05-09-2024,5470.9194
119092,04-09-2024,5469.7871
119092,03-09-2024,5468.8173
119092,02-09-2024,5467.6346
119092,30-08-2024,5464.4471
119092,29-08-2024,5463.5324
119092,28-08-2024,5462.7689
119092,27-08-2024,5461.7292
119092,26-08-2024,5461.0959
119092,23-08-2024,5458.18
119092,22-08-2024,5457.1012
119092,21-08-2024,5455.8625
119092,20-08-2024,5454.3508
119092,19-08-2024,5452.8782
119092,16-08-2024,5449.5862
119092,14-08-2024,5447.357
119092,13-08-2024,5446.294
119092,12-08-2024,5445.8783
119092,09-08-2024,5442.9315
119092,08-08-2024,5441.9641
119092,07-08-2024,5441.0345
119092,06-08-2024,5439.9349
119092,05-08-2024,5439.0651
119092,02-08-2024,5435.8684
119092,01-08-2024,5434.8589
119092,31-07-2024,5433.6933
119092,30-07-2024,5432.772
119092,29-07-2024,5431.7904
119092,26-07-2024,5428.5956
119092,25-07-2024,5427.5873
119092,24-07-2024,5426.637
119092,23-07-2024,5425.4758
119092,22-07-2024,5424.1728
119092,19-07-2024,5421.0041
119092,18-07-2024,5419.9047
119092,16-07-2024,5417.6751
119092,15-07-2024,5416.6718
119092,12-07-2024,5413.3353
119092,11-07-2024,5412.4014
119092,10-07-2024,5411.1036
119092,09-07-2024,5410.0477
119092,08-07-2024,5408.9972
119092,05-07-2024,5405.9933
119092,04-07-2024,5404.8862
119092,03-07-2024,5403.6893
119092,02-07-2024,5402.0965
119092,01-07-2024,5399.8431
119092,28-06-2024,5395.8631
119092,27-06-2024,5393.747
119092,26-06-2024,5392.8702
119092,25-06-2024,5392.2884
119092,24-06-2024,5391.5451
119092,21-06-2024,5388.5437
119092,20-06-2024,5387.3667
119092,19-06-2024,5386.0054
119092,18-06-2024,5384.8341
119092,14-06-2024,5380.5567
119092,13-06-2024,5379.5388
119092,12-06-2024,5378.4232
119092,11-06-2024,5377.1007
119092,10-06-2024,5375.5307
119092,07-06-2024,5372.2291
119092,06-06-2024,5371.2112
119092,05-06-2024,5369.9555
119092,04-06-2024,5369.0379
119092,03-06-2024,5369.1209
119092,31-05-2024,5365.8097
119092,30-05-2024,5364.7137
119092,29-05-2024,5363.2902
119092,28-05-2024,5362.1042
119092,27-05-2024,5361.4316
119092,24-05-2024,5358.5147
119092,22-05-2024,5356.3608
119092,21-05-2024,5355.2502
119092,17-05-2024,5350.4153
119092,16-05-2024,5349.5038
119092,15-05-2024,5348.7106
119092,14-05-2024,5347.522
119092,13-05-2024,5346.0212
119092,10-05-2024,5342.7724
119092,09-05-2024,5342.3428
119092,08-05-2024,5341.9087
119092,07-05-2024,5341.0415
119092,06-05-2024,5339.654
119092,03-05-2024,5336.1567
119092,02-05-2024,5334.9028
119092,30-04-2024,5332.5376
119092,29-04-2024,5331.6499
119092,26-04-2024,5329.7189
119092,25-04-2024,5328.7384
119092,24-04-2024,5328.1588
119092,23-04-2024,5327.986
119092,22-04-2024,5326.3075
119092,19-04-2024,5323.488
119092,18-04-2024,5322.9549
119092,16-04-2024,5321.3584
119092,15-04-2024,5320.2438
119092,12-04-2024,5317.4247
119092,10-04-2024,5315.0084
119092,08-04-2024,5311.3856
119092,05-04-2024,5308.5645
119092,04-04-2024,5306.7555
119092,03-04-2024,5304.7841
119092,02-04-2024,5304.0112
119092,31-03-2024,5300.0371
119092,28-03-2024,5297.0087
119092,27-03-2024,5290.4767
119092,26-03-2024,5289.8511
119092,22-03-2024,5286.4682
119092,21-03-2024,5285.8535
119092,20-03-2024,5284.6048
119092,19-03-2024,5283.2986
119092,18-03-2024,5282.1891
119092,15-03-2024,5278.4609
119092,14-03-2024,5277.4985
119092,13-03-2024,5276.9295
119092,12-03-2024,5275.5439
119092,11-03-2024,5274.1498
119092,07-03-2024,5269.8128
119092,06-03-2024,5268.4947
119092,05-03-2024,5266.8776
119092,04-03-2024,5265.3638
119092,01-03-2024,5261.5919
119092,29-02-2024,5260.251
119092,28-02-2024,5259.1081
119092,27-02-2024,5257.5008
119092,26-02-2024,5256.6
119092,23-02-2024,5253.4712
119092,22-02-2024,5252.4138
119092,21-02-2024,5250.0855
119092,20-02-2024,5248.6377
119092,16-02-2024,5244.0761
119092,15-02-2024,5242.6289
119092,14-02-2024,5241.2555
119092,13-02-2024,5240.0332
119092,12-02-2024,5239.0724
119092,09-02-2024,5236.1159
119092,08-02-2024,5235.5175
119092,07-02-2024,5234.3976
119092,06-02-2024,5233.0702
119092,05-02-2024,5232.0589
119092,02-02-2024,5228.987
119092,01-02-2024,5227.8426
119092,31-01-2024,5226.6958
119092,30-01-2024,5225.6473
119092,29-01-2024,5224.7227
119092,25-01-2024,5220.4806
119092,24-01-2024,5219.4493
119092,23-01-2024,5218.8964
119092,19-01-2024,5215.4828
119092,18-01-2024,5214.4832
119092,17-01-2024,5213.6768
119092,16-01-2024,5212.6448
119092,15-01-2024,5211.8996
119092,12-01-2024,5208.7335
119092,11-01-2024,5207.6081
119092,10-01-2024,5206.6308
119092,09-01-2024,5205.5933
119092,08-01-2024,5204.44
119092,05-01-2024,5201.3986
119092,04-01-2024,5200.3198
119092,03-01-2024,5199.3473
119092,02-01-2024,5198.237
119092,01-01-2024,5197.2106
119092,29-12-2023,5193.5766
119092,28-12-2023,5191.4852
119092,27-12-2023,5190.1856
119092,26-12-2023,5189.3786
119092,22-12-2023,5185.1321
119092,21-12-2023,5184.3051
119092,20-12-2023,5183.1792
119092,19-12-2023,5182.0673
119092,18-12-2023,5180.8939
119092,15-12-2023,5178.0931
119092,14-12-2023,5177.1524
119092,13-12-2023,5176.1125
119092,12-12-2023,5175.2278
119092,11-12-2023,5174.6676
119092,08-12-2023,5171.7529
119092,07-12-2023,5170.8441
119092,06-12-2023,5169.7717
119092,05-12-2023,5168.7266
119092,04-12-2023,5167.6094
119092,01-12-2023,5164.7124
119092,30-11-2023,5163.9629
119092,29-11-2023,5163.0656
119092,28-11-2023,5162.1408
119092,24-11-2023,5158.0903
119092,23-11-2023,5157.1238
119092,22-11-2023,5156.2053
119092,21-11-2023,5155.3252
119092,20-11-2023,5154.4694
119092,17-11-2023,5151.4842
119092,16-11-2023,5150.4705
119092,15-11-2023,5149.5885
119092,13-11-2023,5147.5146
119092,10-11-2023,5144.3649
119092,09-11-2023,5143.6261
119092,08-11-2023,5142.8513
119092,07-11-2023,5141.9136
119092,06-11-2023,5140.8425
119092,03-11-2023,5137.6592
119092,02-11-2023,5136.4273
119092,01-11-2023,5135.4541
119092,31-10-2023,5134.2875
119092,30-10-2023,5133.2666
119092,27-10-2023,5130.8988
119092,26-10-2023,5129.78
119092,25-10-2023,5128.7631
119092,23-10-2023,5126.8681
119092,20-10-2023,5124.0558
119092,19-10-2023,5123.2239
119092,18-10-2023,5122.5565
119092,17-10-2023,5121.4613
119092,16-10-2023,5120.5154
119092,13-10-2023,5117.9674
119092,12-10-2023,5117.0745
119092,11-10-2023,5116.1458
119092,10-10-2023,5115.025
119092,09-10-2023,5114.2686
119092,06-10-2023,5111.5197
119092,05-10-2023,5111.21
119092,04-10-2023,5110.153
119092,03-10-2023,5108.6726
119092,30-09-2023,5105.5501
119092,29-09-2023,5104.5685
119092,27-09-2023,5102.1423
119092,26-09-2023,5100.8639
119092,25-09-2023,5100.2951
119092,22-09-2023,5097.3696
119092,21-09-2023,5096.3256
119092,20-09-2023,5095.7244
119092,18-09-2023,5093.8039
119092,15-09-2023,5091.1568
119092,14-09-2023,5090.1453
119092,13-09-2023,5089.1732
119092,12-09-2023,5088.2771
119092,11-09-2023,5087.4868
119092,08-09-2023,5084.7079
119092,07-09-2023,5083.722
119092,06-09-2023,5082.772
119092,05-09-2023,5081.8207
119092,04-09-2023,5080.6577
119092,01-09-2023,5077.8025
119092,31-08-2023,5076.7648
119092,30-08-2023,5075.8053
119092,29-08-2023,5074.6012
119092,28-08-2023,5073.6043
119092,25-08-2023,5070.6754
119092,24-08-2023,5069.6703
119092,23-08-2023,5068.5481
119092,22-08-2023,5067.7783
119092,21-08-2023,5066.7137
119092,18-08-2023,5063.5186
119092,17-08-2023,5062.4447
119092,14-08-2023,5060.4159
119092,11-08-2023,5057.8363
119092,10-08-2023,5057.6916
119092,09-08-2023,5057.0763
119092,08-08-2023,5056.1337
119092,07-08-2023,5055.1632
119092,04-08-2023,5052.3465
119092,03-08-2023,5051.485
119092,02-08-2023,5050.6815
119092,01-08-2023,5049.9681
119092,31-07-2023,5048.9266
119092,28-07-2023,5046.2306
119092,27-07-2023,5045.4077
119092,26-07-2023,5044.5696
119092,25-07-2023,5043.5119
119092,24-07-2023,5042.5025
119092,21-07-2023,5039.6374
119092,20-07-2023,5038.5536
119092,19-07-2023,5037.1063
119092,18-07-2023,5036.279
119092,17-07-2023,5035.2332
119092,14-07-2023,5032.5397
119092,13-07-2023,5031.2973
119092,12-07-2023,5029.9035
119092,11-07-2023,5028.798
119092,10-07-2023,5027.7619
119092,07-07-2023,5025.1711
119092,06-07-2023,5024.0604
119092,05-07-2023,5023.1911
119092,04-07-2023,5022.0079
119092,03-07-2023,5020.3836
119092,30-06-2023,5016.9921
119092,28-06-2023,5014.8176
119092,27-06-2023,5013.5975
119092,26-06-2023,5012.8809
119092,23-06-2023,5010.3598
119092,22-06-2023,5009.8954
119092,21-06-2023,5008.6614
119092,20-06-2023,5007.8745
119092,19-06-2023,5006.9865
119092,16-06-2023,5003.9814
119092,15-06-2023,5002.8186
119092,14-06-2023,5001.8616
119092,13-06-2023,5000.2152
119092,12-06-2023,4998.8233
119092,09-06-2023,4996.2044
119092,08-06-2023,4995.9409
119092,07-06-2023,4995.4622
119092,06-06-2023,4994.3002
119092,05-06-2023,4993.0346
119092,02-06-2023,4990.0511
119092,01-06-2023,4988.8385
119092,31-05-2023,4987.2829
119092,30-05-2023,4986.4929
119092,29-05-2023,4985.5343
119092,26-05-2023,4983.2404
119092,25-05-2023,4982.3941
119092,24-05-2023,4981.7631
119092,23-05-2023,4981.1777
119092,22-05-2023,4981.3721
119092,19-05-2023,4975.8054
119092,18-05-2023,4974.5789
119092,17-05-2023,4973.2457
119092,16-05-2023,4971.8411
119092,15-05-2023,4969.7348
119092,12-05-2023,4966.2931
119092,11-05-2023,4965.4888
119092,10-05-2023,4964.5985
119092,09-05-2023,4963.4563
119092,08-05-2023,4962.7655
119092,04-05-2023,4958.7909
119092,03-05-2023,4957.8892
119092,02-05-2023,4956.5376
119092,28-04-2023,4953.5802
119092,27-04-2023,4952.9107
119092,26-04-2023,4952.2917
119092,25-04-2023,4951.2321
119092,24-04-2023,4950.3
119092,21-04-2023,4947.616
119092,20-04-2023,4946.6385
119092,19-04-2023,4945.6851
119092,18-04-2023,4944.4691
119092,17-04-2023,4942.8765
119092,13-04-2023,4938.9491
119092,12-04-2023,4937.7767
119092,11-04-2023,4935.9458
119092,10-04-2023,4935.0426
119092,06-04-2023,4930.1761
119092,05-04-2023,4926.3066
119092,03-04-2023,4924.5576
119092,31-03-2023,4921.7155
119092,29-03-2023,4915.7024
119092,28-03-2023,4911.9693
119092,27-03-2023,4911.3784
119092,24-03-2023,4909.7777
119092,23-03-2023,4909.366
119092,21-03-2023,4906.6467
119092,20-03-2023,4904.6736
119092,17-03-2023,4900.9665
119092,16-03-2023,4900.3
119092,15-03-2023,4899.9024
119092,14-03-2023,4899.157
119092,13-03-2023,4897.8864
119092,10-03-2023,4892.7144
119092,09-03-2023,4890.7312
119092,08-03-2023,4889.4136
119092,06-03-2023,4887.7219
119092,03-03-2023,4884.9987
119092,02-03-2023,4884.191
119092,01-03-2023,4883.7542
119092,28-02-2023,4883.0447
119092,27-02-2023,4881.9457
119092,24-02-2023,4879.8682
119092,23-02-2023,4879.256
119092,22-02-2023,4878.6066
119092,21-02-2023,4878.2092
119092,20-02-2023,4877.4781
119092,17-02-2023,4875.0045
119092,16-02-2023,4874.1626
119092,15-02-2023,4873.2698
119092,14-02-2023,4872.3521
119092,13-02-2023,4871.84
119092,10-02-2023,4868.889
119092,09-02-2023,4867.6435
119092,08-02-2023,4867.0541
119092,07-02-2023,4866.7645
119092,06-02-2023,4865.8858
119092,03-02-2023,4863.0655
119092,02-02-2023,4862.0712
119092,01-02-2023,4860.9087
119092,31-01-2023,4859.608
119092,30-01-2023,4858.6105
119092,27-01-2023,4856.2499
119092,25-01-2023,4854.3406
119092,24-01-2023,4853.5428
119092,23-01-2023,4852.3769
119092,20-01-2023,4850.3717
119092,19-01-2023,4849.4433
119092,18-01-2023,4848.4779
119092,17-01-2023,4847.748
119092,16-01-2023,4846.8968
119092,13-01-2023,4844.4447
119092,12-01-2023,4843.8117
119092,11-01-2023,4842.8852
119092,10-01-2023,4842.2513
119092,09-01-2023,4841.5665
119092,06-01-2023,4839.1205
119092,05-01-2023,4838.2055
119092,04-01-2023,4837.2825
119092,03-01-2023,4836.6654
119092,02-01-2023,4835.6726
119092,30-12-2022,4832.4416
119092,29-12-2022,4830.6366
119092,28-12-2022,4829.6393
119092,27-12-2022,4828.4262
119092,26-12-2022,4827.4361
119092,23-12-2022,4824.8666
119092,22-12-2022,4823.8607
119092,21-12-2022,4822.8082
119092,20-12-2022,4821.9236
119092,19-12-2022,4821.0899
119092,16-12-2022,4818.3944
119092,15-12-2022,4817.6496
119092,14-12-2022,4816.8856
119092,13-12-2022,4815.7694
119092,12-12-2022,4814.8064
119092,09-12-2022,4812.0976
119092,08-12-2022,4810.9594
119092,07-12-2022,4809.8806
119092,06-12-2022,4809.7359
119092,05-12-2022,4808.5531
119092,02-12-2022,4805.6153
119092,01-12-2022,4804.6714
119092,30-11-2022,4803.702
119092,29-11-2022,4802.6233
119092,28-11-2022,4801.6441
119092,25-11-2022,4798.8306
119092,24-11-2022,4797.8653
119092,23-11-2022,4797.0432
119092,22-11-2022,4796.1731
119092,21-11-2022,4795.592
119092,18-11-2022,4792.9297
119092,17-11-2022,4792.1498
119092,16-11-2022,4790.8597
119092,15-11-2022,4789.6235
119092,14-11-2022,4788.6422
119092,11-11-2022,4785.9519
119092,10-11-2022,4784.6486
119092,09-11-2022,4783.6951
119092,07-11-2022,4782.0135
119092,04-11-2022,4779.3106
119092,03-11-2022,4778.3629
119092,02-11-2022,4777.494
119092,01-11-2022,4776.3935
119092,31-10-2022,4775.3215
119092,28-10-2022,4772.4939
119092,27-10-2022,4771.9116
119092,25-10-2022,4769.6382
119092,21-10-2022,4766.0779
119092,20-10-2022,4765.9275
119092,19-10-2022,4765.3101
119092,18-10-2022,4764.8776
119092,17-10-2022,4763.8856
119092,14-10-2022,4761.2049
119092,13-10-2022,4760.9857
119092,12-10-2022,4760.2893
119092,11-10-2022,4759.9544
119092,10-10-2022,4760.9666
119092,07-10-2022,4759.8123
119092,06-10-2022,4759.7043
119092,04-10-2022,4758.2177
119092,03-10-2022,4756.8968
119092,30-09-2022,4753.1669
119092,29-09-2022,4751.0903
119092,28-09-2022,4748.7921
119092,27-09-2022,4747.9878
119092,26-09-2022,4748.9929
119092,23-09-2022,4748.4249
119092,22-09-2022,4748.3794
119092,21-09-2022,4748.1439
119092,20-09-2022,4748.1787
119092,19-09-2022,4748.6951
119092,16-09-2022,4746.4594
119092,15-09-2022,4746.1608
119092,14-09-2022,4746.0148
119092,13-09-2022,4746.1654
119092,12-09-2022,4745.6667
119092,09-09-2022,4743.7475
119092,08-09-2022,4743.0082
119092,07-09-2022,4742.3355
119092,06-09-2022,4741.5332
119092,05-09-2022,4740.6276
119092,02-09-2022,4738.0271
119092,01-09-2022,4737.0132
119092,30-08-2022,4735.4654
119092,29-08-2022,4734.7974
119092,26-08-2022,4732.6881
119092,25-08-2022,4732.2661
119092,24-08-2022,4731.7676
119092,23-08-2022,4730.9164
119092,22-08-2022,4730.0494
119092,19-08-2022,4727.9443
119092,18-08-2022,4727.0674
119092,17-08-2022,4726.2839
119092,12-08-2022,4722.2678
119092,11-08-2022,4721.6218
119092,10-08-2022,4720.8499
119092,08-08-2022,4719.2694
119092,05-08-2022,4717.2189
119092,04-08-2022,4717.3196
119092,03-08-2022,4716.4678
119092,02-08-2022,4715.8905
119092,01-08-2022,4714.5361
119092,29-07-2022,4711.2872
119092,28-07-2022,4710.3011
119092,27-07-2022,4709.4904
119092,26-07-2022,4709.6138
119092,25-07-2022,4709.8015
119092,22-07-2022,4707.6646
119092,21-07-2022,4707.005
119092,20-07-2022,4707.0615
119092,19-07-2022,4706.7889
119092,18-07-2022,4706.4281
119092,15-07-2022,4704.6836
119092,14-07-2022,4703.9887
119092,13-07-2022,4703.3254
119092,12-07-2022,4702.207
119092,11-07-2022,4701.8292
119092,08-07-2022,4699.9447
119092,07-07-2022,4699.4328
119092,06-07-2022,4698.6958
119092,05-07-2022,4697.1427
119092,04-07-2022,4695.8615
119092,01-07-2022,4693.1419
119092,30-06-2022,4691.8689
119092,29-06-2022,4690.6171
119092,28-06-2022,4690.0126
119092,27-06-2022,4689.5122
119092,24-06-2022,4687.3746
119092,23-06-2022,4686.3543
119092,22-06-2022,4685.4043
119092,21-06-2022,4684.3607
119092,20-06-2022,4683.6357
119092,17-06-2022,4681.5415
119092,16-06-2022,4681.3669
119092,15-06-2022,4681.0599
119092,14-06-2022,4680.7705
119092,13-06-2022,4680.1182
119092,10-06-2022,4678.9235
119092,09-06-2022,4678.2477
119092,08-06-2022,4677.4139
119092,07-06-2022,4674.5003
119092,06-06-2022,4675.7967
119092,03-06-2022,4674.391
119092,02-06-2022,4673.7496
119092,01-06-2022,4673.3433
119092,31-05-2022,4672.3555
119092,30-05-2022,4671.509
119092,27-05-2022,4669.7316
119092,26-05-2022,4669.0501
119092,25-05-2022,4668.4291
119092,24-05-2022,4667.5383
119092,23-05-2022,4666.596
119092,20-05-2022,4664.2514
119092,19-05-2022,4663.7603
119092,18-05-2022,4663.6769
119092,17-05-2022,4663.1568
119092,13-05-2022,4660.4211
119092,12-05-2022,4661.152
119092,11-05-2022,4661.465
119092,10-05-2022,4661.6695
119092,09-05-2022,4661.0231
119092,06-05-2022,4659.6753
119092,05-05-2022,4659.8157
119092,04-05-2022,4663.213
119092,02-05-2022,4670.3438
119092,29-04-2022,4668.6368
119092,28-04-2022,4668.3986
119092,27-04-2022,4667.9813
119092,26-04-2022,4667.5017
119092,25-04-2022,4667.0374
119092,22-04-2022,4665.5094
119092,21-04-2022,4665.1007
119092,20-04-2022,4664.1992
119092,19-04-2022,4663.0264
119092,18-04-2022,4661.7632
119092,13-04-2022,4658.6761
119092,12-04-2022,4659.2025
119092,11-04-2022,4658.4514
119092,08-04-2022,4657.34
119092,07-04-2022,4659.715
119092,06-04-2022,4658.9033
119092,05-04-2022,4657.8426
119092,04-04-2022,4657.4126
119092,31-03-2022,4654.7981
119092,30-03-2022,4653.235
119092,29-03-2022,4652.382
119092,28-03-2022,4651.7928
119092,25-03-2022,4649.9585
119092,24-03-2022,4649.185
119092,23-03-2022,4648.1251
119092,22-03-2022,4647.284
119092,21-03-2022,4646.9229
119092,17-03-2022,4644.4722
119092,16-03-2022,4643.7689
119092,15-03-2022,4642.8394
119092,14-03-2022,4641.6497
119092,11-03-2022,4639.5085
119092,10-03-2022,4638.5529
119092,09-03-2022,4637.9572
119092,08-03-2022,4637.4429
119092,07-03-2022,4637.2965
119092,04-03-2022,4635.9975
119092,03-03-2022,4635.5449
119092,02-03-2022,4636.0196
119092,28-02-2022,4635.194
119092,25-02-2022,4633.8466
119092,24-02-2022,4633.3979
119092,23-02-2022,4632.8729
119092,22-02-2022,4632.2755
119092,21-02-2022,4631.8507
119092,18-02-2022,4630.4697
119092,17-02-2022,4630.1005
119092,16-02-2022,4629.5429
119092,15-02-2022,4628.7003
119092,14-02-2022,4627.9324
119092,11-02-2022,4625.8896
119092,10-02-2022,4625.1949
119092,09-02-2022,4623.3864
119092,08-02-2022,4622.9825
119092,04-02-2022,4620.8555
119092,03-02-2022,4620.4475
119092,02-02-2022,4619.9429
119092,01-02-2022,4620.5663
119092,31-01-2022,4620.7865
119092,28-01-2022,4619.2857
119092,27-01-2022,4618.7539
119092,25-01-2022,4618.0168
119092,24-01-2022,4617.7111
119092,21-01-2022,4616.2092
119092,20-01-2022,4615.744
119092,19-01-2022,4615.2395
119092,18-01-2022,4615.3083
119092,17-01-2022,4614.8942
119092,14-01-2022,4613.4875
119092,13-01-2022,4612.896
119092,12-01-2022,4612.1668
119092,11-01-2022,4611.553
119092,10-01-2022,4611.0181
119092,07-01-2022,4609.615
119092,06-01-2022,4609.1648
119092,05-01-2022,4608.5927
119092,04-01-2022,4607.9349
119092,03-01-2022,4607.4503
119092,31-12-2021,4605.4674
119092,30-12-2021,4604.8427
119092,29-12-2021,4604.2224
119092,28-12-2021,4603.583
119092,27-12-2021,4603.0952
119092,24-12-2021,4601.4172
119092,23-12-2021,4600.6583
119092,22-12-2021,4600.4721
119092,21-12-2021,4600.15
119092,20-12-2021,4599.9703
119092,17-12-2021,4598.6221
119092,16-12-2021,4598.1818
119092,15-12-2021,4598.1811
119092,14-12-2021,4597.7966
119092,13-12-2021,4597.4011
119092,10-12-2021,4595.9446
119092,09-12-2021,4595.4849
119092,08-12-2021,4595.1205
119092,07-12-2021,4594.1589
119092,06-12-2021,4593.7536
119092,03-12-2021,4592.389
119092,02-12-2021,4591.9844
119092,01-12-2021,4591.4405
119092,30-11-2021,4590.8319
119092,29-11-2021,4590.1587
119092,26-11-2021,4588.7366
119092,25-11-2021,4588.3537
119092,24-11-2021,4587.9394
119092,23-11-2021,4587.4715
119092,22-11-2021,4586.9664
119092,18-11-2021,4585.2098
119092,17-11-2021,4584.6403
119092,16-11-2021,4584.2467
119092,15-11-2021,4583.8046
119092,12-11-2021,4582.2852
119092,11-11-2021,4581.6809
119092,10-11-2021,4581.0272
119092,09-11-2021,4580.4955
119092,08-11-2021,4579.5727
119092,03-11-2021,4576.4689
119092,02-11-2021,4575.5992
119092,01-11-2021,4574.986
119092,29-10-2021,4573.74
119092,28-10-2021,4573.4098
119092,27-10-2021,4573.0305
119092,26-10-2021,4573.5217
119092,25-10-2021,4573.4961
119092,22-10-2021,4572.6342
119092,21-10-2021,4572.1817
119092,20-10-2021,4571.9803
119092,18-10-2021,4571.3598
119092,14-10-2021,4569.9784
119092,13-10-2021,4569.5195
119092,12-10-2021,4568.8408
119092,11-10-2021,4568.1669
119092,08-10-2021,4566.5165
119092,07-10-2021,4565.7022
119092,06-10-2021,4565.1852
119092,05-10-2021,4565.2211
